รหัสเขต,ชื่อเขต,รหัสโรงเรียน,ชื่อโรงเรียน,อ.1 ชาย,อ.1 หญิง,รวมอ.1,อ.1 ห้อง,อ.2 ชาย,อ.2 หญิง,รวมอ.2,อ.2 ห้อง,อ.3 ชาย,อ.3 หญิง,รวมอ.3,อ.3 ห้อง,รวมก่อนประถม ชาย,รวมก่อนประถม หญิง,รวมก่อนประถม,รวมห้องก่อนประถม,ป.1 ชาย,ป.1 หญิง,รวมป.1,ป.1 ห้อง,ป.2 ชาย,ป.2 หญิง,รวมป.2,ป.2 ห้อง,ป.3 ชาย,ป.3 หญิง,รวมป.3,ป.3 ห้อง,ป.4 ชาย,ป.4 หญิง,รวมป.4,ป.4 ห้อง,ป.5 ชาย,ป.5 หญิง,รวมป.5,ป.5 ห้อง,ป.6 ชาย,ป.6 หญิง,รวมป.6,ป.6 ห้อง,รวมประถม ชาย,รวมประถม หญิง,รวมประถม,รวมห้องประถม,ม.1 ชาย,ม.1 หญิง,รวมม.1,ม.1 ห้อง,ม.2 ชาย,ม.2 หญิง,รวมม.2,ม.2 ห้อง,ม.3 ชาย,ม.3 หญิง,รวมม.3,ม.3 ห้อง,รวมม.ต้น ชาย,รวมม.ต้น หญิง,รวมม.ต้น,รวมห้องม.ต้น,ม.4 ชาย,ม.4 หญิง,รวมม.4,ม.4 ห้อง,ม.5 ชาย,ม.5 หญิง,รวมม.5,ม.5 ห้อง,ม.6 ชาย,ม.6 หญิง,รวมม.6,ม.6 ห้อง,ปวช.1 ชาย,ปวช.1 หญิง,รวมปวช.1,ปวช.1 ห้อง,ปวช.2 ชาย,ปวช.2 หญิง,รวมปวช.2,ปวช.2 ห้อง,ปวช.3 ชาย,ปวช.3 หญิง,รวมปวช.3,ปวช.3 ห้อง,รวมม.ปลายและเทียบเท่า ชาย,รวมม.ปลายและเทียบเท่า หญิง,รวมม.ปลายและเทียบเท่า,รวมห้องม.ปลายและเทียบเท่า,รวมทั้งหมด ชาย,รวมทั้งหมด หญิง,รวมทั้งหมด,รวมห้องทั้งหมด
30060000,สพป.นครราชสีมา เขต 6,30060001,บ้านขาม(สำนักงานสลากกินแบ่งสมทบ),1,0,1,1,6,7,13,1,10,12,22,1,17,19,36,3,6,9,15,1,6,9,15,1,9,5,14,1,5,4,9,1,5,12,17,1,1,9,10,1,32,48,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,67,116,9
30060000,สพป.นครราชสีมา เขต 6,30060002,บ้านมะค่า,2,3,5,1,1,1,2,1,1,2,3,1,4,6,10,3,3,2,5,1,1,5,6,1,4,0,4,1,2,2,4,1,4,5,9,1,5,6,11,1,19,20,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,49,9
30060000,สพป.นครราชสีมา เขต 6,30060003,บ้านตะหนอด,0,0,0,0,2,1,3,1,2,3,5,1,4,4,8,2,0,0,0,0,3,2,5,1,4,1,5,1,0,0,0,0,1,3,4,1,4,1,5,1,12,7,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27,6
30060000,สพป.นครราชสีมา เขต 6,30060004,ปริยัติไพศาล,7,5,12,1,11,10,21,1,14,8,22,1,32,23,55,3,4,10,14,1,8,9,17,1,7,10,17,1,10,6,16,1,16,9,25,1,9,8,17,1,54,52,106,6,9,10,19,1,6,7,13,1,17,5,22,1,32,22,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,97,215,12
30060000,สพป.นครราชสีมา เขต 6,30060005,บ้านโคกเสี่ยว,0,6,6,1,11,7,18,1,8,6,14,1,19,19,38,3,7,9,16,1,10,4,14,1,10,3,13,1,18,9,27,1,3,7,10,1,9,0,9,1,57,32,89,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,51,127,9
30060000,สพป.นครราชสีมา เขต 6,30060006,บ้านน้อยหนองหนาด,2,3,5,1,4,4,8,1,9,9,18,1,15,16,31,3,8,4,12,1,7,7,14,1,8,9,17,1,6,9,15,1,12,4,16,1,7,11,18,1,48,44,92,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,60,123,9
30060000,สพป.นครราชสีมา เขต 6,30060007,บ้านปอบิด,0,0,0,0,4,2,6,1,9,5,14,1,13,7,20,2,5,4,9,1,7,5,12,1,6,11,17,1,4,2,6,1,6,3,9,1,4,8,12,1,32,33,65,6,10,4,14,1,8,8,16,1,8,6,14,1,26,18,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,58,129,11
30060000,สพป.นครราชสีมา เขต 6,30060008,บ้านเมืองคง,0,0,0,0,10,9,19,1,8,12,20,1,18,21,39,2,7,10,17,1,6,5,11,1,9,10,19,1,9,8,17,1,11,8,19,1,9,8,17,1,51,49,100,6,4,5,9,1,6,5,11,1,4,4,8,1,14,14,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,84,167,11
30060000,สพป.นครราชสีมา เขต 6,30060009,บ้านหนองหว้า,0,0,0,0,7,2,9,1,8,5,13,1,15,7,22,2,6,7,13,1,6,6,12,1,9,8,17,1,5,7,12,1,8,9,17,1,7,8,15,1,41,45,86,6,2,1,3,1,8,12,20,1,10,5,15,1,20,18,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,70,146,11
30060000,สพป.นครราชสีมา เขต 6,30060010,วัดกู่สามัคคี,0,0,0,0,5,11,16,1,8,14,22,1,13,25,38,2,7,4,11,1,6,6,12,1,8,9,17,1,8,10,18,1,8,9,17,1,7,12,19,1,44,50,94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,75,132,8
