รหัสเขต,ชื่อเขต,รหัสโรงเรียน,ชื่อโรงเรียน,อ.1 ชาย,อ.1 หญิง,รวมอ.1,อ.1 ห้อง,อ.2 ชาย,อ.2 หญิง,รวมอ.2,อ.2 ห้อง,อ.3 ชาย,อ.3 หญิง,รวมอ.3,อ.3 ห้อง,รวมก่อนประถม ชาย,รวมก่อนประถม หญิง,รวมก่อนประถม,รวมห้องก่อนประถม,ป.1 ชาย,ป.1 หญิง,รวมป.1,ป.1 ห้อง,ป.2 ชาย,ป.2 หญิง,รวมป.2,ป.2 ห้อง,ป.3 ชาย,ป.3 หญิง,รวมป.3,ป.3 ห้อง,ป.4 ชาย,ป.4 หญิง,รวมป.4,ป.4 ห้อง,ป.5 ชาย,ป.5 หญิง,รวมป.5,ป.5 ห้อง,ป.6 ชาย,ป.6 หญิง,รวมป.6,ป.6 ห้อง,รวมประถม ชาย,รวมประถม หญิง,รวมประถม,รวมห้องประถม,ม.1 ชาย,ม.1 หญิง,รวมม.1,ม.1 ห้อง,ม.2 ชาย,ม.2 หญิง,รวมม.2,ม.2 ห้อง,ม.3 ชาย,ม.3 หญิง,รวมม.3,ม.3 ห้อง,รวมม.ต้น ชาย,รวมม.ต้น หญิง,รวมม.ต้น,รวมห้องม.ต้น,ม.4 ชาย,ม.4 หญิง,รวมม.4,ม.4 ห้อง,ม.5 ชาย,ม.5 หญิง,รวมม.5,ม.5 ห้อง,ม.6 ชาย,ม.6 หญิง,รวมม.6,ม.6 ห้อง,ปวช.1 ชาย,ปวช.1 หญิง,รวมปวช.1,ปวช.1 ห้อง,ปวช.2 ชาย,ปวช.2 หญิง,รวมปวช.2,ปวช.2 ห้อง,ปวช.3 ชาย,ปวช.3 หญิง,รวมปวช.3,ปวช.3 ห้อง,รวมม.ปลายและเทียบเท่า ชาย,รวมม.ปลายและเทียบเท่า หญิง,รวมม.ปลายและเทียบเท่า,รวมห้องม.ปลายและเทียบเท่า,รวมทั้งหมด ชาย,รวมทั้งหมด หญิง,รวมทั้งหมด,รวมห้องทั้งหมด
30050000,สพป.นครราชสีมา เขต 5,30050001,บ้านถนนหักใหญ่,7,8,15,1,19,17,36,1,15,19,34,1,41,44,85,3,12,18,30,1,19,19,38,2,9,13,22,1,14,8,22,1,18,15,33,1,9,7,16,1,81,80,161,7,16,17,33,1,13,17,30,1,14,11,25,1,43,45,88,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,169,334,13
30050000,สพป.นครราชสีมา เขต 5,30050002,บ้านไร่(ทองคูณคุรุราษฎร์สามัคคี),0,0,0,0,9,18,27,1,13,13,26,1,22,31,53,2,12,14,26,1,15,9,24,1,16,8,24,1,13,11,24,1,8,13,21,1,10,14,24,1,74,69,143,6,6,13,19,1,12,13,25,1,10,11,21,1,28,37,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,137,261,11
30050000,สพป.นครราชสีมา เขต 5,30050003,บ้านสำนักพิมาน,0,0,0,0,4,0,4,1,2,3,5,1,6,3,9,2,2,5,7,1,3,2,5,1,0,2,2,1,4,1,5,1,1,1,2,1,2,0,2,1,12,11,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,32,8
30050000,สพป.นครราชสีมา เขต 5,30050004,บ้านหนองกระเทียมเหนือ,0,0,0,0,3,4,7,1,10,9,19,1,13,13,26,2,7,4,11,1,0,11,11,1,4,4,8,1,7,8,15,1,7,5,12,1,2,12,14,1,27,44,71,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,57,97,8
30050000,สพป.นครราชสีมา เขต 5,30050005,วัดกุดพิมาน,0,0,0,0,2,1,3,1,4,5,9,1,6,6,12,2,2,3,5,1,6,5,11,1,1,2,3,1,5,1,6,1,0,0,0,0,2,8,10,1,16,19,35,5,4,3,7,1,2,3,5,1,5,0,5,1,11,6,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,64,10
30050000,สพป.นครราชสีมา เขต 5,30050006,บ้านหาญ,0,0,0,0,16,6,22,1,7,14,21,1,23,20,43,2,12,9,21,1,12,7,19,1,10,7,17,1,21,10,31,1,12,7,19,1,11,10,21,1,78,50,128,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,70,171,8
30050000,สพป.นครราชสีมา เขต 5,30050007,วัดถนนหักน้อยดอนกลอย,0,0,0,0,9,11,20,1,10,14,24,1,19,25,44,2,5,6,11,1,10,15,25,1,8,17,25,1,10,7,17,1,13,7,20,1,14,8,22,1,60,60,120,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,85,164,8
30050000,สพป.นครราชสีมา เขต 5,30050008,บ้านใหม่เจริญสุข,0,0,0,0,5,6,11,1,15,7,22,1,20,13,33,2,6,4,10,1,10,4,14,1,5,9,14,1,6,11,17,1,11,8,19,1,8,5,13,1,46,41,87,6,9,1,10,1,11,6,17,1,5,11,16,1,25,18,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,72,163,11
30050000,สพป.นครราชสีมา เขต 5,30050009,บ้านจั่นโคกรักษ์,0,0,0,0,6,6,12,1,8,5,13,1,14,11,25,2,8,8,16,1,4,10,14,1,12,3,15,1,13,7,20,1,9,7,16,1,7,8,15,1,53,43,96,6,7,5,12,1,11,5,16,1,5,8,13,1,23,18,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,72,162,11
30050000,สพป.นครราชสีมา เขต 5,30050010,ด่านขุนทด,0,0,0,0,40,26,66,3,55,59,114,4,95,85,180,7,54,57,111,4,70,48,118,4,66,65,131,4,67,90,157,5,70,77,147,4,80,75,155,6,407,412,819,27,201,171,372,10,165,170,335,9,166,190,356,10,532,531,1063,29,54,140,194,5,76,110,186,5,48,118,166,5,0,0,0,0,0,0,0,0,0,0,0,0,178,368,546,15,1212,1396,2608,78
30050000,สพป.นครราชสีมา เขต 5,30050011,บ้านละเลิงพิมาน,0,0,0,0,6,2,8,1,5,6,11,1,11,8,19,2,6,8,14,1,6,2,8,1,9,8,17,1,4,10,14,1,3,6,9,1,4,7,11,1,32,41,73,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,92,8
30050000,สพป.นครราชสีมา เขต 5,30050012,วัดบ้านด่านนอก(เสรีธรรมวิทยา),0,0,0,0,5,5,10,1,10,5,15,1,15,10,25,2,6,4,10,1,6,7,13,1,9,9,18,1,6,6,12,1,6,7,13,1,12,6,18,1,45,39,84,6,12,9,21,1,9,9,18,1,5,5,10,1,26,23,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,72,158,11
